ID	Hexagon_index	Cluster_base
ENSG00000143878	48	6
ENSG00000143942	180	8
ENSG00000144063	228	7
ENSG00000144218	243	3
ENSG00000144320	127	9
ENSG00000144366	140	4
ENSG00000144476	204	2
ENSG00000144560	14	6
ENSG00000144645	133	8
ENSG00000144681	263	10
ENSG00000144741	29	6
ENSG00000144749	82	5
ENSG00000144810	222	7
ENSG00000144837	237	1
ENSG00000144959	202	5
ENSG00000145012	99	8
ENSG00000145022	21	8
ENSG00000145040	248	3
ENSG00000145247	116	5
ENSG00000145386	266	10
ENSG00000145536	235	1
ENSG00000145555	140	4
ENSG00000145623	231	8
ENSG00000145715	159	2
ENSG00000145730	43	8
ENSG00000145734	101	8
ENSG00000145779	253	6
ENSG00000145780	37	9
ENSG00000146038	202	5
ENSG00000146067	28	6
ENSG00000146072	229	7
ENSG00000146083	160	2
ENSG00000146232	184	4
ENSG00000146242	51	6
ENSG00000146373	8	8
ENSG00000146376	271	10
ENSG00000146411	143	1
ENSG00000146433	68	8
ENSG00000146555	64	8
ENSG00000146592	185	4
ENSG00000146648	262	10
ENSG00000146674	144	3
ENSG00000146950	134	7
ENSG00000147003	240	1
ENSG00000147027	129	9
ENSG00000147044	120	5
ENSG00000147065	43	8
ENSG00000147155	167	10
ENSG00000147180	199	6
ENSG00000147202	218	10
ENSG00000147224	111	6
ENSG00000147234	241	3
ENSG00000147251	266	10
ENSG00000147383	89	9
ENSG00000147394	228	7
ENSG00000147416	154	6
ENSG00000147439	47	6
ENSG00000147535	80	6
ENSG00000147573	237	1
ENSG00000147592	134	7
ENSG00000147642	271	10
ENSG00000147883	259	2
ENSG00000147955	87	9
ENSG00000148019	166	10
ENSG00000148110	58	9
ENSG00000148143	73	6
ENSG00000148219	72	6
ENSG00000148344	247	3
ENSG00000148426	219	10
ENSG00000148484	67	8
ENSG00000148498	75	6
ENSG00000148516	126	9
ENSG00000148600	226	7
ENSG00000148677	221	9
ENSG00000148842	195	3
ENSG00000148848	206	2
ENSG00000148926	20	8
ENSG00000149115	92	9
ENSG00000149177	67	8
ENSG00000149218	172	9
ENSG00000149256	224	7
ENSG00000149380	135	7
ENSG00000149485	211	10
ENSG00000149541	22	8
ENSG00000149557	103	4
ENSG00000149573	228	7
ENSG00000149591	133	8
ENSG00000149596	225	7
ENSG00000149782	100	8
ENSG00000149948	256	2
ENSG00000150051	255	2
ENSG00000150347	80	6
ENSG00000150403	44	8
ENSG00000150630	141	4
ENSG00000150687	31	5
ENSG00000150764	226	7
ENSG00000150995	247	3
ENSG00000151116	89	9
ENSG00000151117	188	1
ENSG00000151150	169	10
ENSG00000151164	62	9
ENSG00000151327	219	10
ENSG00000151376	54	5
ENSG00000151388	249	3
ENSG00000151491	216	10
ENSG00000151623	105	6
ENSG00000151651	142	1
ENSG00000151693	182	8
ENSG00000151718	58	9
ENSG00000151726	98	8
ENSG00000151729	38	9
ENSG00000151892	103	4
ENSG00000151929	133	8
ENSG00000152061	151	6
ENSG00000152127	74	6
ENSG00000152137	133	8
ENSG00000152223	140	4
ENSG00000152229	209	10
ENSG00000152242	58	9
ENSG00000152284	97	8
ENSG00000152377	83	5
ENSG00000152402	241	3
ENSG00000152409	14	6
ENSG00000152484	122	10
ENSG00000152518	179	7
ENSG00000152527	140	4
ENSG00000152558	137	8
ENSG00000152601	64	8
ENSG00000152661	159	2
ENSG00000152689	248	3
ENSG00000152779	226	7
ENSG00000152784	191	3
ENSG00000152818	87	9
ENSG00000152894	157	5
ENSG00000152952	42	8
ENSG00000152990	155	5
ENSG00000153048	125	9
ENSG00000153064	130	9
ENSG00000153113	61	9
ENSG00000153179	61	9
ENSG00000153208	104	4
ENSG00000153214	209	10
ENSG00000153233	249	3
ENSG00000153237	187	1
ENSG00000153246	65	8
ENSG00000153250	36	9
ENSG00000153292	257	2
ENSG00000153404	48	6
ENSG00000153485	124	9
ENSG00000153814	100	8
ENSG00000153822	233	4
ENSG00000153904	131	9
ENSG00000153976	119	5
ENSG00000153982	258	2
ENSG00000154027	157	5
ENSG00000154080	253	6
ENSG00000154134	110	6
ENSG00000154153	264	10
ENSG00000154175	72	6
ENSG00000154229	2	8
ENSG00000154265	250	6
ENSG00000154310	140	4
ENSG00000154358	104	4
ENSG00000154359	125	9
ENSG00000154529	229	7
ENSG00000154553	215	10
ENSG00000154642	159	2
ENSG00000154678	145	3
ENSG00000154721	251	6
ENSG00000154734	188	1
ENSG00000154736	236	1
ENSG00000154767	46	6
ENSG00000154917	23	8
ENSG00000154928	257	2
ENSG00000155016	62	9
ENSG00000155090	262	10
ENSG00000155115	138	8
ENSG00000155158	92	9
ENSG00000155313	126	9
ENSG00000155324	63	9
ENSG00000155368	87	9
ENSG00000155380	231	8
ENSG00000155463	5	5
ENSG00000155629	96	8
ENSG00000155666	75	6
ENSG00000155755	74	6
ENSG00000155850	222	7
ENSG00000155893	20	8
ENSG00000155903	163	10
ENSG00000156052	19	8
ENSG00000156103	202	5
ENSG00000156110	138	8
ENSG00000156113	252	6
ENSG00000156140	203	5
ENSG00000156218	67	8
ENSG00000156265	240	1
ENSG00000156427	224	7
ENSG00000156466	226	7
ENSG00000156482	13	6
ENSG00000156508	50	6
ENSG00000156510	189	1
ENSG00000156515	42	8
ENSG00000156535	98	8
ENSG00000156642	10	8
ENSG00000156675	38	9
ENSG00000156711	74	6
ENSG00000156804	238	1
ENSG00000156966	117	5
ENSG00000157045	90	9
ENSG00000157224	56	5
ENSG00000157227	55	5
ENSG00000157514	226	7
ENSG00000157542	225	7
ENSG00000157551	177	7
ENSG00000157557	222	7
ENSG00000157680	136	8
ENSG00000157741	33	5
ENSG00000157827	46	6
ENSG00000157870	24	8
ENSG00000158055	240	1
ENSG00000158079	124	9
ENSG00000158089	231	8
ENSG00000158106	50	6
ENSG00000158234	228	7
ENSG00000158246	225	7
ENSG00000158258	113	6
ENSG00000158290	48	6
ENSG00000158457	53	5
ENSG00000158747	41	8
ENSG00000159200	248	3
ENSG00000159216	119	5
ENSG00000159335	41	8
ENSG00000159363	92	9
ENSG00000159403	95	8
ENSG00000159784	259	2
ENSG00000159840	41	8
ENSG00000160014	44	8
ENSG00000160113	23	8
ENSG00000160208	122	10
ENSG00000160209	220	9
ENSG00000160213	101	8
ENSG00000160216	44	8
ENSG00000160223	253	6
ENSG00000160285	97	8
ENSG00000160352	43	8
ENSG00000160613	95	8
ENSG00000160712	230	8
ENSG00000160752	263	10
ENSG00000160753	59	9
ENSG00000160789	42	8
ENSG00000160796	90	9
ENSG00000160867	158	2
ENSG00000161010	32	5
ENSG00000161011	144	3
ENSG00000161249	44	8
ENSG00000161513	112	6
ENSG00000161547	122	10
ENSG00000161800	265	10
ENSG00000161921	244	3
ENSG00000162104	37	9
ENSG00000162105	66	8
ENSG00000162174	270	10
ENSG00000162191	26	6
ENSG00000162413	24	8
ENSG00000162433	127	9
ENSG00000162458	41	8
ENSG00000162493	231	8
ENSG00000162512	23	8
ENSG00000162591	248	3
ENSG00000162595	236	1
ENSG00000162614	20	8
ENSG00000162616	221	9
ENSG00000162618	256	2
ENSG00000162627	163	10
ENSG00000162643	151	6
ENSG00000162650	103	4
ENSG00000162692	188	1
ENSG00000162704	60	9
ENSG00000162711	149	3
ENSG00000162714	56	5
ENSG00000162738	104	4
ENSG00000162745	256	2
ENSG00000162772	251	6
ENSG00000162783	27	6
ENSG00000162840	98	8
ENSG00000162849	179	7
ENSG00000162885	233	4
ENSG00000162909	230	8
ENSG00000162929	164	10
ENSG00000162976	166	10
ENSG00000163029	210	10
ENSG00000163050	147	3
ENSG00000163069	58	9
ENSG00000163082	94	9
ENSG00000163110	97	8
ENSG00000163121	237	1
ENSG00000163131	253	6
ENSG00000163170	68	8
ENSG00000163171	134	7
ENSG00000163249	216	10
ENSG00000163293	233	4
ENSG00000163297	117	5
ENSG00000163346	52	6
ENSG00000163359	259	2
ENSG00000163364	96	8
ENSG00000163393	77	6
ENSG00000163395	237	1
ENSG00000163435	153	6
ENSG00000163449	100	8
ENSG00000163491	240	1
ENSG00000163513	67	8
ENSG00000163536	138	8
ENSG00000163545	77	6
ENSG00000163565	155	5
ENSG00000163576	267	10
ENSG00000163617	107	6
ENSG00000163629	114	6
ENSG00000163634	122	10
ENSG00000163637	51	6
ENSG00000163659	134	7
ENSG00000163683	27	6
ENSG00000163697	99	8
ENSG00000163734	270	10
ENSG00000163735	227	7
ENSG00000163795	195	3
ENSG00000163812	42	8
ENSG00000163864	143	1
ENSG00000163870	23	8
ENSG00000163872	68	8
ENSG00000164023	181	8
ENSG00000164039	53	5
ENSG00000164040	3	8
ENSG00000164070	47	6
ENSG00000164125	248	3
ENSG00000164134	209	10
ENSG00000164136	263	10
ENSG00000164220	240	1
ENSG00000164253	137	8
ENSG00000164291	137	8
ENSG00000164362	175	7
ENSG00000164400	237	1
ENSG00000164463	50	6
ENSG00000164465	134	7
ENSG00000164484	257	2
ENSG00000164574	66	8
ENSG00000164654	268	10
ENSG00000164736	229	7
ENSG00000164761	235	1
ENSG00000164823	89	9
ENSG00000164938	33	5
ENSG00000164949	237	1
ENSG00000164976	229	7
ENSG00000165023	185	4
ENSG00000165072	148	3
ENSG00000165092	226	7
ENSG00000165105	252	6
ENSG00000165233	9	8
ENSG00000165304	268	10
ENSG00000165312	250	6
ENSG00000165323	200	6
ENSG00000165338	166	10
ENSG00000165410	61	9
ENSG00000165475	69	8
ENSG00000165476	209	10
ENSG00000165490	214	10
ENSG00000165626	159	2
ENSG00000165637	123	9
ENSG00000165644	91	9
ENSG00000165655	192	3
ENSG00000165678	249	3
ENSG00000165704	263	10
ENSG00000165757	262	10
ENSG00000165795	103	4
ENSG00000165821	198	6
ENSG00000165874	130	9
ENSG00000165886	260	2
ENSG00000165887	226	7
ENSG00000165915	9	8
ENSG00000165943	23	8
ENSG00000165959	36	9
ENSG00000165996	131	9
ENSG00000166016	23	8
ENSG00000166033	230	8
ENSG00000166130	58	9
ENSG00000166145	56	5
ENSG00000166147	207	2
ENSG00000166165	176	7
ENSG00000166170	59	9
ENSG00000166173	16	5
ENSG00000166265	244	3
ENSG00000166341	242	3
ENSG00000166342	145	3
ENSG00000166347	166	10
ENSG00000166348	184	4
ENSG00000166396	234	4
ENSG00000166444	30	6
ENSG00000166448	142	1
ENSG00000166450	22	8
ENSG00000166483	87	9
ENSG00000166510	212	10
ENSG00000166523	251	6
ENSG00000166526	74	6
ENSG00000166546	257	2
ENSG00000166578	241	3
ENSG00000166689	228	7
ENSG00000166741	219	10
ENSG00000166750	140	4
ENSG00000166762	118	5
ENSG00000166783	14	6
ENSG00000166900	155	5
ENSG00000166920	190	3
ENSG00000166922	254	5
ENSG00000166923	103	4
ENSG00000167074	247	3
ENSG00000167081	269	10
ENSG00000167106	15	5
ENSG00000167123	9	8
ENSG00000167136	181	8
ENSG00000167193	101	8
ENSG00000167306	33	5
ENSG00000167323	43	8
ENSG00000167378	33	5
ENSG00000167460	67	8
ENSG00000167508	60	9
ENSG00000167524	147	3
ENSG00000167554	147	3
ENSG00000167555	55	5
ENSG00000167578	115	5
ENSG00000167600	107	6
ENSG00000167645	10	8
ENSG00000167680	240	1
ENSG00000167685	32	5
ENSG00000167702	101	8
ENSG00000167766	76	6
ENSG00000167772	226	7
ENSG00000167799	265	10
ENSG00000167900	216	10
ENSG00000167972	215	10
ENSG00000167992	243	3
ENSG00000167996	133	8
ENSG00000168014	169	10
ENSG00000168118	37	9
ENSG00000168209	65	8
ENSG00000168214	20	8
ENSG00000168300	14	6
ENSG00000168310	49	6
ENSG00000168398	143	1
ENSG00000168491	92	9
ENSG00000168575	39	8
ENSG00000168621	239	1
ENSG00000168646	249	3
ENSG00000168672	189	1
ENSG00000168685	226	7
ENSG00000168792	166	10
ENSG00000168824	173	9
ENSG00000168916	24	8
ENSG00000168918	242	3
ENSG00000168952	172	9
ENSG00000169031	177	7
ENSG00000169085	68	8
ENSG00000169122	238	1
ENSG00000169126	233	4
ENSG00000169129	84	5
ENSG00000169136	29	6
ENSG00000169174	134	7
ENSG00000169242	242	3
ENSG00000169504	59	9
ENSG00000169554	28	6
ENSG00000169594	141	4
ENSG00000169692	24	8
ENSG00000169710	138	8
ENSG00000169715	98	8
ENSG00000169756	231	8
ENSG00000169764	128	9
ENSG00000169851	226	7
ENSG00000169857	69	8
ENSG00000169871	68	8
ENSG00000169884	246	3
ENSG00000169891	226	7
ENSG00000169908	142	1
ENSG00000169926	58	9
ENSG00000170004	5	5
ENSG00000170153	222	7
ENSG00000170270	263	10
ENSG00000170290	235	1
ENSG00000170315	115	5
ENSG00000170324	152	6
ENSG00000170379	42	8
ENSG00000170381	147	3
ENSG00000170390	93	9
ENSG00000170412	207	2
ENSG00000170421	224	7
ENSG00000170485	136	8
ENSG00000170522	230	8
ENSG00000170545	181	8
ENSG00000170558	43	8
ENSG00000170571	100	8
ENSG00000170581	29	6
ENSG00000170624	135	7
ENSG00000170734	59	9
ENSG00000170745	134	7
ENSG00000170873	140	4
ENSG00000170876	58	9
ENSG00000170962	259	2
ENSG00000171045	29	6
ENSG00000171051	226	7
ENSG00000171206	33	5
ENSG00000171219	234	4
ENSG00000171241	268	10
ENSG00000171310	205	2
ENSG00000171346	254	5
ENSG00000171444	120	5
ENSG00000171476	176	7
ENSG00000171522	229	7
ENSG00000171604	5	5
ENSG00000171608	72	6
ENSG00000171617	145	3
ENSG00000171729	155	5
ENSG00000171793	69	8
ENSG00000171877	254	5
ENSG00000171914	233	4
ENSG00000172037	21	8
ENSG00000172057	14	6
ENSG00000172059	47	6
ENSG00000172081	10	8
ENSG00000172175	201	5
ENSG00000172260	116	5
ENSG00000172346	155	5
ENSG00000172379	153	6
ENSG00000172403	129	9
ENSG00000172432	26	6
ENSG00000172461	254	5
ENSG00000172465	93	9
ENSG00000172575	76	6
ENSG00000172738	145	3
ENSG00000172757	10	8
ENSG00000172830	2	8
ENSG00000172893	66	8
ENSG00000172915	259	2
ENSG00000172927	256	2
ENSG00000172939	61	9
ENSG00000172954	263	10
ENSG00000172974	100	8
ENSG00000173065	64	8
ENSG00000173114	189	1
ENSG00000173193	140	4
ENSG00000173212	237	1
ENSG00000173214	263	10
ENSG00000173227	258	2
ENSG00000173334	259	2
ENSG00000173402	37	9
ENSG00000173432	226	7
ENSG00000173436	103	4
ENSG00000173482	41	8
ENSG00000173517	71	6
ENSG00000173531	77	6
ENSG00000173546	37	9
ENSG00000173548	30	6
ENSG00000173598	129	9
ENSG00000173621	10	8
ENSG00000173660	140	4
ENSG00000173706	133	8
ENSG00000173715	100	8
ENSG00000173848	156	5
ENSG00000173930	226	7
ENSG00000174099	39	8
ENSG00000174136	143	1
ENSG00000174306	229	7
ENSG00000174500	116	5
ENSG00000174640	235	1
ENSG00000174738	104	4
ENSG00000174749	230	8
ENSG00000174791	115	5
ENSG00000174792	236	1
ENSG00000174804	191	3
ENSG00000174808	98	8
ENSG00000174899	263	10
ENSG00000174939	56	5
ENSG00000175063	212	10
ENSG00000175183	48	6
ENSG00000175550	46	6
ENSG00000175567	218	10
ENSG00000175573	79	6
ENSG00000175582	209	10
ENSG00000175592	235	1
ENSG00000175600	230	8
ENSG00000175602	192	3
ENSG00000175662	9	8
ENSG00000175764	68	8
ENSG00000175832	256	2
ENSG00000175866	40	8
ENSG00000175879	23	8
ENSG00000175895	262	10
ENSG00000175906	136	8
ENSG00000176014	136	8
ENSG00000176148	43	8
ENSG00000176155	32	5
ENSG00000176171	65	8
ENSG00000176273	75	6
ENSG00000176371	114	6
ENSG00000176595	135	7
ENSG00000176597	229	7
ENSG00000176678	136	8
ENSG00000176692	133	8
ENSG00000176697	31	5
ENSG00000176720	65	8
ENSG00000176771	237	1
ENSG00000176907	230	8
ENSG00000176928	180	8
ENSG00000176974	167	10
ENSG00000177076	114	6
ENSG00000177082	141	4
ENSG00000177144	91	9
ENSG00000177337	255	2
ENSG00000177426	14	6
ENSG00000177469	66	8
ENSG00000177570	107	6
ENSG00000177595	49	6
ENSG00000177606	54	5
ENSG00000177614	251	6
ENSG00000177707	101	8
ENSG00000177879	88	9
ENSG00000177889	59	9
ENSG00000178028	13	6
ENSG00000178031	144	3
ENSG00000178074	211	10
ENSG00000178104	64	8
ENSG00000178209	96	8
ENSG00000178401	48	6
ENSG00000178498	52	6
ENSG00000178573	187	1
ENSG00000178665	155	5
ENSG00000178715	155	5
ENSG00000178726	133	8
ENSG00000178741	36	9
ENSG00000178773	177	7
ENSG00000178852	204	2
ENSG00000178860	111	6
ENSG00000178882	65	8
ENSG00000178980	8	8
ENSG00000179094	226	7
ENSG00000179163	231	8
ENSG00000179242	169	10
ENSG00000179456	33	5
ENSG00000179532	54	5
ENSG00000179542	227	7
ENSG00000179820	132	8
ENSG00000179862	179	7
ENSG00000179899	47	6
ENSG00000179954	98	8
ENSG00000180263	185	4
ENSG00000180318	38	9
ENSG00000180332	186	1
ENSG00000180447	96	8
ENSG00000180448	172	9
ENSG00000180611	48	6
ENSG00000180817	99	8
ENSG00000180818	24	8
ENSG00000180834	168	10
ENSG00000181061	87	9
ENSG00000181467	200	6
ENSG00000181744	216	10
ENSG00000181788	39	8
ENSG00000181819	269	10
ENSG00000182109	151	6
ENSG00000182199	27	6
ENSG00000182240	37	9
ENSG00000182263	140	4
ENSG00000182518	56	5
ENSG00000182568	244	3
ENSG00000182667	157	5
ENSG00000182718	99	8
ENSG00000182795	229	7
ENSG00000182809	97	8
ENSG00000182957	205	2
ENSG00000182985	189	1
ENSG00000183018	233	4
ENSG00000183044	105	6
ENSG00000183049	203	5
ENSG00000183207	68	8
ENSG00000183283	5	5
ENSG00000183287	177	7
ENSG00000183484	192	3
ENSG00000183671	223	7
ENSG00000183691	257	2
ENSG00000183741	5	5
ENSG00000183876	188	1
ENSG00000183963	161	2
ENSG00000184009	65	8
ENSG00000184012	83	5
ENSG00000184117	5	5
ENSG00000184185	175	7
ENSG00000184205	149	3
ENSG00000184226	224	7
ENSG00000184232	245	3
ENSG00000184254	76	6
ENSG00000184381	51	6
ENSG00000184481	245	3
ENSG00000184500	39	8
ENSG00000184584	60	9
ENSG00000184588	206	2
ENSG00000184602	103	4
ENSG00000184634	32	5
ENSG00000184743	263	10
ENSG00000184916	96	8
ENSG00000184949	258	2
ENSG00000184985	243	3
ENSG00000185022	155	5
ENSG00000185070	252	6
ENSG00000185100	78	6
ENSG00000185104	122	10
ENSG00000185189	219	10
ENSG00000185201	94	9
ENSG00000185215	145	3
ENSG00000185262	47	6
ENSG00000185305	119	5
ENSG00000185324	5	5
ENSG00000185339	171	9
ENSG00000185420	47	6
ENSG00000185483	67	8
ENSG00000185495	114	6
ENSG00000185499	224	7
ENSG00000185522	229	7
ENSG00000185551	32	5
ENSG00000185561	219	10
ENSG00000185565	237	1
ENSG00000185585	15	5
ENSG00000185634	142	1
ENSG00000185697	27	6
ENSG00000185813	36	9
ENSG00000185950	227	7
ENSG00000186063	100	8
ENSG00000186212	54	5
ENSG00000186340	259	2
ENSG00000186432	87	9
ENSG00000186469	270	10
ENSG00000186470	118	5
ENSG00000186480	46	6
ENSG00000186522	262	10
ENSG00000186564	216	10
ENSG00000186594	22	8
ENSG00000186635	52	6
ENSG00000186638	124	9
ENSG00000186792	170	10
ENSG00000186854	228	7
ENSG00000186862	42	8
ENSG00000186918	66	8
ENSG00000187079	59	9
ENSG00000187123	181	8
ENSG00000187210	221	9
ENSG00000187554	240	1
ENSG00000187601	240	1
ENSG00000187607	83	5
ENSG00000187699	178	7
ENSG00000187720	230	8
ENSG00000187775	147	3
ENSG00000187808	144	3
ENSG00000187955	188	1
ENSG00000187987	195	3
ENSG00000188042	235	1
ENSG00000188060	228	7
ENSG00000188064	190	3
ENSG00000188070	119	5
ENSG00000188158	185	4
ENSG00000188219	132	8
ENSG00000188229	181	8
ENSG00000188266	245	3
ENSG00000188290	89	9
ENSG00000188322	241	3
ENSG00000188452	267	10
ENSG00000188483	258	2
ENSG00000188613	180	8
ENSG00000188985	265	10
ENSG00000189127	229	7
ENSG00000189143	105	6
ENSG00000189159	209	10
ENSG00000189221	226	7
ENSG00000189223	255	2
ENSG00000189252	227	7
ENSG00000189403	122	10
ENSG00000189410	15	5
ENSG00000196139	206	2
ENSG00000196152	28	6
ENSG00000196155	141	4
ENSG00000196159	174	9
ENSG00000196205	77	6
ENSG00000196220	243	3
ENSG00000196230	138	8
ENSG00000196267	201	5
ENSG00000196396	229	7
ENSG00000196476	79	6
ENSG00000196507	94	9
ENSG00000196526	233	4
ENSG00000196588	10	8
ENSG00000196628	199	6
ENSG00000196639	271	10
ENSG00000196683	29	6
ENSG00000196715	61	9
ENSG00000196739	245	3
ENSG00000196743	8	8
ENSG00000196776	46	6
ENSG00000196839	119	5
ENSG00000196843	106	6
ENSG00000196924	95	8
ENSG00000196950	140	4
ENSG00000196954	154	6
ENSG00000196967	154	6
ENSG00000196981	55	5
ENSG00000197043	67	8
ENSG00000197063	5	5
ENSG00000197070	124	9
ENSG00000197121	47	6
ENSG00000197217	140	4
ENSG00000197283	49	6
ENSG00000197343	71	6
ENSG00000197358	41	8
ENSG00000197375	178	7
ENSG00000197385	170	10
ENSG00000197415	270	10
ENSG00000197442	167	10
ENSG00000197444	237	1
ENSG00000197506	254	5
ENSG00000197563	88	9
ENSG00000197586	23	8
ENSG00000197601	262	10
ENSG00000197635	247	3
ENSG00000197702	23	8
ENSG00000197712	22	8
ENSG00000197714	141	4
ENSG00000197744	47	6
ENSG00000197747	271	10
ENSG00000197771	163	10
ENSG00000197798	47	6
ENSG00000197860	60	9
ENSG00000197872	201	5
ENSG00000197879	19	8
ENSG00000197892	19	8
ENSG00000197915	237	1
ENSG00000197927	142	1
ENSG00000197930	90	9
ENSG00000197965	43	8
ENSG00000197989	136	8
ENSG00000197991	252	6
ENSG00000198018	85	5
ENSG00000198075	194	3
ENSG00000198105	91	9
ENSG00000198203	242	3
ENSG00000198315	56	5
ENSG00000198355	56	5
ENSG00000198467	175	7
ENSG00000198478	129	9
ENSG00000198513	99	8
ENSG00000198556	22	8
ENSG00000198563	71	6
ENSG00000198648	169	10
ENSG00000198668	137	8
ENSG00000198680	198	6
ENSG00000198728	16	5
ENSG00000198743	184	4
ENSG00000198794	246	3
ENSG00000198796	146	3
ENSG00000198825	269	10
ENSG00000198838	258	2
ENSG00000198853	64	8
ENSG00000198901	265	10
ENSG00000198908	115	5
ENSG00000198911	19	8
ENSG00000198932	82	5
ENSG00000198951	10	8
ENSG00000198954	24	8
ENSG00000198964	61	9
ENSG00000203485	69	8
ENSG00000203711	157	5
ENSG00000203780	52	6
ENSG00000203880	74	6
ENSG00000204054	53	5
ENSG00000204248	259	2
ENSG00000204252	192	3
ENSG00000204253	46	6
ENSG00000204304	14	6
ENSG00000204371	6	5
ENSG00000204381	148	3
ENSG00000204386	114	6
ENSG00000204387	78	6
ENSG00000204406	32	5
ENSG00000204442	74	6
ENSG00000204520	24	8
ENSG00000204528	177	7
ENSG00000204531	225	7
ENSG00000204764	172	9
ENSG00000204860	127	9
ENSG00000204936	242	3
ENSG00000204941	247	3
ENSG00000205213	231	8
ENSG00000205302	94	9
ENSG00000205336	245	3
ENSG00000205364	95	8
ENSG00000205592	143	1
ENSG00000205659	75	6
ENSG00000205683	235	1
ENSG00000205726	99	8
ENSG00000205763	264	10
ENSG00000205903	5	5
ENSG00000206190	133	8
ENSG00000206195	143	1
ENSG00000206337	51	6
ENSG00000206341	6	5
ENSG00000206527	40	8
ENSG00000206530	112	6
ENSG00000206538	129	9
ENSG00000211445	77	6
ENSG00000211450	79	6
ENSG00000211584	251	6
ENSG00000212724	237	1
ENSG00000213024	26	6
ENSG00000213222	104	4
ENSG00000213235	77	6
ENSG00000213406	217	10
ENSG00000213420	105	6
ENSG00000213462	32	5
ENSG00000213493	63	9
ENSG00000213569	126	9
ENSG00000213585	68	8
ENSG00000213598	71	6
ENSG00000213626	133	8
ENSG00000213639	68	8
ENSG00000213763	132	8
ENSG00000213782	244	3
ENSG00000213846	138	8
ENSG00000213906	200	6
ENSG00000213942	233	4
ENSG00000213943	133	8
ENSG00000213949	13	6
ENSG00000213977	126	9
ENSG00000213985	99	8
ENSG00000214012	97	8
ENSG00000214027	169	10
ENSG00000214063	24	8
ENSG00000214110	67	8
ENSG00000214182	155	5
ENSG00000214193	22	8
ENSG00000214207	95	8
ENSG00000214491	260	2
ENSG00000214517	177	7
ENSG00000214530	244	3
ENSG00000214655	6	5
ENSG00000214960	263	10
ENSG00000215067	150	3
ENSG00000215089	93	9
ENSG00000215190	49	6
ENSG00000216819	131	9
ENSG00000217094	22	8
ENSG00000217128	46	6
ENSG00000217801	118	5
ENSG00000219201	89	9
ENSG00000219507	135	7
ENSG00000221955	39	8
ENSG00000221968	65	8
ENSG00000222009	195	3
ENSG00000222038	173	9
ENSG00000223361	179	7
ENSG00000223722	128	9
ENSG00000223773	126	9
ENSG00000224032	247	3
ENSG00000224114	110	6
ENSG00000224520	223	7
ENSG00000224976	93	9
ENSG00000225151	119	5
ENSG00000225210	142	1
ENSG00000225302	201	5
ENSG00000225422	69	8
ENSG00000225439	181	8
ENSG00000225511	42	8
ENSG00000225614	21	8
ENSG00000225648	122	10
ENSG00000225828	118	5
ENSG00000226380	146	3
ENSG00000226432	21	8
ENSG00000226564	135	7
ENSG00000226608	148	3
ENSG00000226964	165	10
ENSG00000227036	68	8
ENSG00000227268	52	6
ENSG00000227295	167	10
ENSG00000227671	46	6
ENSG00000227775	246	3
ENSG00000227934	169	10
ENSG00000228262	177	7
ENSG00000228294	143	1
ENSG00000228328	21	8
ENSG00000228358	243	3
ENSG00000228502	27	6
ENSG00000228594	66	8
ENSG00000229152	143	1
ENSG00000229619	224	7
ENSG00000229656	155	5
ENSG00000229689	204	2
ENSG00000229927	168	10
ENSG00000229953	248	3
ENSG00000230154	269	10
ENSG00000230202	56	5
ENSG00000230204	134	7
ENSG00000231107	240	1
ENSG00000231203	223	7
ENSG00000231313	62	9
ENSG00000231351	259	2
ENSG00000231574	227	7
ENSG00000231672	54	5
ENSG00000231752	264	10
ENSG00000231991	137	8
ENSG00000232004	170	10
ENSG00000232187	220	9
ENSG00000232480	42	8
ENSG00000232699	83	5
ENSG00000232759	154	6
ENSG00000232775	143	1
ENSG00000232810	240	1
ENSG00000233006	221	9
ENSG00000233098	63	9
ENSG00000233205	205	2
ENSG00000233328	41	8
ENSG00000233476	50	6
ENSG00000233588	230	8
ENSG00000233695	157	5
ENSG00000233954	80	6
ENSG00000234337	88	9
ENSG00000234449	68	8
ENSG00000234465	185	4
ENSG00000234741	79	6
ENSG00000234771	32	5
ENSG00000234840	143	1
ENSG00000234975	134	7
ENSG00000235109	254	5
ENSG00000235316	260	2
ENSG00000235703	115	5
ENSG00000235927	234	4
ENSG00000235947	104	4
ENSG00000236060	222	7
ENSG00000236453	236	1
ENSG00000236609	193	3
ENSG00000236735	51	6
ENSG00000236901	147	3
ENSG00000237149	193	3
ENSG00000237264	134	7
ENSG00000237493	27	6
ENSG00000237515	93	9
ENSG00000237975	238	1
ENSG00000237988	142	1
ENSG00000238018	185	4
ENSG00000238035	152	6
ENSG00000239246	32	5
ENSG00000239665	84	5
ENSG00000239779	54	5
ENSG00000240184	260	2
ENSG00000240476	233	4
ENSG00000240668	224	7
ENSG00000240771	246	3
ENSG00000240809	217	10
ENSG00000241081	27	6
ENSG00000241095	169	10
ENSG00000241127	103	4
ENSG00000241547	66	8
ENSG00000241878	49	6
ENSG00000242071	5	5
ENSG00000242208	200	6
ENSG00000242265	201	5
ENSG00000242294	81	5
ENSG00000242539	270	10
ENSG00000242960	222	7
ENSG00000243364	14	6
ENSG00000243449	231	8
ENSG00000243701	92	9
ENSG00000243927	140	4
ENSG00000244026	119	5
ENSG00000244306	145	3
