EnsemblGeneID	Cellline1_CON	Cellline1_DEX	Cellline2_CON	Cellline2_DEX	Cellline3_CON	Cellline3_DEX
ENSG00000137345	0	0	0	0	0	0
ENSG00000137364	2373	2061	2605	2630	1961	1595
ENSG00000137384	0	0	0	0	0	0
ENSG00000137392	0	0	0	0	0	0
ENSG00000137393	8403	8310	8154	9805	9091	9758
ENSG00000137394	0	0	0	0	0	0
ENSG00000137397	0	0	0	0	0	0
ENSG00000137403	0	0	0	0	0	0
ENSG00000137404	1787	1835	680	709	685	714
ENSG00000137409	15473	13248	10982	11932	12952	12528
ENSG00000137411	3788	3042	1848	2108	2355	2204
ENSG00000137413	1421	1167	1128	1149	1130	1132
ENSG00000137414	1549	1233	1878	1767	1853	1581
ENSG00000137434	30	16	26	28	37	22
ENSG00000137440	36	25	36	32	338	156
ENSG00000137441	0	0	0	0	0	0
ENSG00000137449	1230	955	1382	1371	1519	1242
ENSG00000137460	1610	1666	2954	2894	3169	3114
ENSG00000137462	558	420	1474	1353	790	915
ENSG00000137463	157	128	47	51	108	103
ENSG00000137473	155	99	84	70	13	11
ENSG00000137474	2	5	3	0	6	3
ENSG00000137478	2530	1963	1253	1126	1387	1064
ENSG00000137486	169	149	136	147	194	208
ENSG00000137491	108	144	48	114	439	531
ENSG00000137492	1938	1690	2156	2074	1686	1465
ENSG00000137494	683	473	834	774	953	749
ENSG00000137496	951	649	874	902	755	562
ENSG00000137497	12248	9304	8238	7132	9607	8916
ENSG00000137500	3786	3133	2921	3062	3501	2781
ENSG00000137501	10930	6725	11815	8363	11821	6562
ENSG00000137502	1413	984	857	931	1401	874
ENSG00000137504	4938	4109	3732	3208	4238	3417
ENSG00000137507	736	343	201	162	464	355
ENSG00000137509	3258	2882	6297	6149	4656	4248
ENSG00000137513	511	369	512	463	663	504
ENSG00000137522	3184	2438	3806	3845	3570	3027
ENSG00000137547	2272	2235	1601	1837	1758	1462
ENSG00000137558	0	0	0	0	8	1
ENSG00000137561	8	14	4	0	2	2
ENSG00000137563	4625	4901	1575	1762	1583	1502
ENSG00000137571	12	4	35	13	29	6
ENSG00000137573	93	52	39	18	4462	3599
ENSG00000137574	2372	2182	1253	1315	1275	1110
ENSG00000137575	8090	6393	9351	9304	8388	6241
ENSG00000137601	1405	1430	1442	1483	1621	1292
ENSG00000137628	1360	1294	924	959	947	689
ENSG00000137634	0	1	4	2	2	6
ENSG00000137642	136	74	116	113	196	145
ENSG00000137648	0	1	0	0	0	1
ENSG00000137656	1354	1200	725	658	793	618
ENSG00000137672	1	0	1	0	4	11
ENSG00000137673	909	1822	4127	4143	30505	22384
ENSG00000137674	2	2	0	3	0	2
ENSG00000137675	0	1	0	0	0	0
ENSG00000137691	34	37	22	12	111	129
ENSG00000137692	1586	1389	1762	2084	1900	1784
ENSG00000137693	11391	9886	8633	9415	11682	10178
ENSG00000137699	2	2	0	0	45	115
ENSG00000137700	3207	3188	1713	1845	1083	1066
ENSG00000137707	10	18	16	15	16	16
ENSG00000137709	12	14	9	4	19	9
ENSG00000137710	7605	7719	4600	4789	6129	5482
ENSG00000137713	2759	2101	3504	3379	2885	2111
ENSG00000137714	1099	1069	693	759	614	575
ENSG00000137720	642	504	748	689	523	430
ENSG00000137726	319	253	15	10	230	151
ENSG00000137727	4	2	0	0	16	30
ENSG00000137731	492	334	331	411	161	118
ENSG00000137745	8	4	16	10	13	9
ENSG00000137747	0	3	0	1	0	5
ENSG00000137752	710	548	133	94	331	218
ENSG00000137757	1	0	0	0	0	0
ENSG00000137760	704	589	678	628	677	532
ENSG00000137764	501	416	821	749	730	650
ENSG00000137766	0	0	5	13	7	3
ENSG00000137767	748	823	717	875	545	499
ENSG00000137770	2930	2804	1796	1630	1906	1549
ENSG00000137776	5573	4446	5185	4802	5028	3621
ENSG00000137801	295728	229466	196857	248378	162421	188716
ENSG00000137802	1724	1568	1432	1703	1955	2026
ENSG00000137804	4597	6058	203	151	543	334
ENSG00000137806	761	674	1024	1140	831	772
ENSG00000137807	2627	3667	274	372	542	573
ENSG00000137808	0	0	0	0	0	0
ENSG00000137809	7285	4251	1214	1390	19514	19011
ENSG00000137812	943	1364	72	89	110	111
ENSG00000137814	3022	3612	1509	1660	1596	1456
ENSG00000137815	5194	4577	4394	4441	3878	3387
ENSG00000137817	2276	1919	2636	2352	2040	1709
ENSG00000137818	13718	9965	13742	11529	11526	10166
ENSG00000137819	88	115	45	68	109	142
ENSG00000137821	398	316	525	414	502	353
ENSG00000137822	701	612	629	685	653	565
ENSG00000137824	2988	2498	2055	2285	2435	2182
ENSG00000137825	354	489	78	191	224	272
ENSG00000137831	3587	3480	3119	3294	3332	2647
ENSG00000137834	576	440	413	409	359	304
ENSG00000137841	16	15	7	6	4	11
ENSG00000137842	934	1088	730	789	650	593
ENSG00000137843	1	0	0	0	3	0
ENSG00000137845	14832	11886	19941	18347	14023	11180
ENSG00000137857	114	80	72	76	92	80
ENSG00000137860	16	11	18	20	9	16
ENSG00000137868	148	82	133	100	922	485
ENSG00000137869	1	1	0	1	0	1
ENSG00000137871	1506	1185	1785	1663	1474	1273
ENSG00000137872	2	0	78	40	147	63
ENSG00000137875	1	3	2	2	3	4
ENSG00000137876	2316	2009	3331	3241	2658	2029
ENSG00000137877	281	296	652	823	2006	2167
ENSG00000137878	0	1	0	4	2	1
ENSG00000137880	27	20	15	7	22	18
ENSG00000137936	6952	5997	4862	5856	6776	7824
ENSG00000137941	2138	2310	1051	1104	1556	1554
ENSG00000137942	5938	5877	7396	8140	6136	5674
ENSG00000137944	1270	1179	1178	1205	1008	908
ENSG00000137947	1463	1124	1500	1376	1355	1016
ENSG00000137948	0	0	0	0	0	0
ENSG00000137955	2365	1949	2838	2433	2681	1952
ENSG00000137959	442	269	151	114	205	170
ENSG00000137960	15	50	4	5	12	38
ENSG00000137962	17014	10280	14814	12316	17302	9169
ENSG00000137965	1016	730	307	276	503	377
ENSG00000137968	50	8	241	159	84	25
ENSG00000137970	10267	7717	12041	10661	9513	7292
ENSG00000137975	5594	4164	114	110	425	338
ENSG00000137976	0	0	0	0	0	0
ENSG00000137992	1305	1002	1689	1617	1533	1284
ENSG00000137996	2862	2618	2833	3199	3116	3049
ENSG00000138002	1157	877	1424	1261	1493	1233
ENSG00000138018	2029	1927	1669	1898	2138	1780
ENSG00000138028	61	109	19	35	157	170
ENSG00000138029	5260	4394	7853	7585	6344	5689
ENSG00000138030	141	165	13	11	58	45
ENSG00000138031	1805	1900	475	476	930	818
ENSG00000138032	3202	2746	5337	4984	3640	2896
ENSG00000138035	1434	1181	1480	1501	1337	989
ENSG00000138036	1119	875	2498	2437	1003	764
ENSG00000138039	0	1	0	0	2	1
ENSG00000138050	802	794	477	441	651	578
ENSG00000138061	821	489	4561	3603	2022	1520
ENSG00000138068	0	0	1	1	1	0
ENSG00000138069	13856	11179	17799	19612	16867	14690
ENSG00000138071	25730	26322	32123	39219	34774	36488
ENSG00000138073	2981	2338	2659	2628	3017	2589
ENSG00000138074	1687	1370	1853	1844	1621	1270
ENSG00000138075	2	3	7	1	0	0
ENSG00000138078	2190	1713	2615	2489	3020	2500
ENSG00000138079	64	86	265	248	74	64
ENSG00000138080	77	116	64	74	865	825
ENSG00000138081	1397	1216	1702	1708	1607	1324
ENSG00000138083	1	2	0	1	2	1
ENSG00000138085	1517	1320	2141	1924	2082	1833
ENSG00000138092	1284	1402	583	617	644	555
ENSG00000138095	7529	6842	7132	7378	7219	5947
ENSG00000138100	7	12	1	1	0	1
ENSG00000138101	352	231	422	362	456	378
ENSG00000138107	10474	9183	9529	10309	10261	9713
ENSG00000138109	1	1	1	0	1	0
ENSG00000138111	217	212	219	190	162	146
ENSG00000138115	0	1	3	0	3	4
ENSG00000138119	41595	33848	56600	61114	39201	32421
ENSG00000138131	4560	2036	1222	842	2545	1640
ENSG00000138134	328	271	140	116	171	135
ENSG00000138135	1	2	0	2	2	3
ENSG00000138136	1	2	1	4	1	0
ENSG00000138138	3816	3458	4279	4546	3990	3503
ENSG00000138152	14	8	6	4	8	7
ENSG00000138160	2032	2962	190	210	292	226
ENSG00000138161	293	236	114	88	129	93
ENSG00000138162	410	577	546	627	605	728
ENSG00000138166	2626	2380	1342	1462	2006	1971
ENSG00000138172	55	49	21	14	127	120
ENSG00000138175	2141	1866	1870	2115	2608	2377
ENSG00000138180	2879	4520	145	158	354	299
ENSG00000138182	1688	2060	420	457	505	455
ENSG00000138185	839	753	642	682	607	442
ENSG00000138190	1074	1073	612	668	585	485
ENSG00000138193	1280	1635	695	739	1296	1241
ENSG00000138207	6	22	1	4	12	16
ENSG00000138231	1493	1441	954	1009	1044	827
ENSG00000138246	5611	5025	5878	6054	5208	4268
ENSG00000138271	332	290	273	249	796	495
ENSG00000138279	6348	5898	7447	7759	5744	5567
ENSG00000138286	1149	1102	954	956	944	810
ENSG00000138303	1821	1646	1769	1864	1749	1551
ENSG00000138308	0	0	0	0	0	2
ENSG00000138311	238	204	458	440	691	516
ENSG00000138315	13	8	4	2	4	3
ENSG00000138316	5323	3380	1025	1078	1593	908
ENSG00000138326	25153	18570	30578	27347	23893	18879
ENSG00000138336	102	91	45	52	40	38
ENSG00000138346	1099	1150	223	197	332	251
ENSG00000138347	55	46	6	5	66	54
ENSG00000138356	4452	5785	1385	2244	3674	4569
ENSG00000138363	5409	4863	3900	4059	3381	2815
ENSG00000138375	1704	1514	1700	1780	1793	1667
ENSG00000138376	1234	1720	180	202	367	398
ENSG00000138378	1415	1269	856	1084	354	298
ENSG00000138379	2	0	8	5	2	3
ENSG00000138380	518	398	589	504	414	345
ENSG00000138381	2536	2213	1618	1661	1855	1527
ENSG00000138382	1690	1400	1334	1503	1374	1165
ENSG00000138385	3194	2900	3830	3858	3884	3266
ENSG00000138386	3136	2593	1418	1302	1852	1438
ENSG00000138395	1122	806	1102	807	277	214
ENSG00000138398	4450	3922	3853	3519	3374	2796
ENSG00000138399	1185	1053	1157	1137	1027	895
ENSG00000138400	29	44	78	83	47	42
ENSG00000138411	209	202	104	120	326	319
ENSG00000138413	2760	2924	3536	4334	3068	3002
ENSG00000138430	2840	2651	3201	3472	2705	2267
ENSG00000138433	1521	1117	1480	1197	1334	1080
ENSG00000138434	4875	4283	4335	4288	4796	3956
ENSG00000138435	39	25	11	3	57	31
ENSG00000138439	514	356	705	588	482	387
ENSG00000138442	1541	1168	1771	1588	1486	1051
ENSG00000138443	3943	3048	2380	2311	2893	2247
ENSG00000138448	42558	36273	69911	83437	74857	71319
ENSG00000138449	904	569	966	817	543	374
ENSG00000138459	2032	1915	2128	2152	1732	1636
ENSG00000138463	815	733	1110	1006	912	821
ENSG00000138468	693	632	1149	1206	947	756
ENSG00000138472	51	46	72	56	34	21
ENSG00000138483	2	4	6	6	4	3
ENSG00000138495	662	558	657	583	782	638
ENSG00000138496	1982	1925	1229	1264	1417	1214
ENSG00000138587	316	381	173	108	129	92
ENSG00000138592	2376	2047	2907	2518	2423	2093
ENSG00000138593	3204	2361	4560	4106	3429	2619
ENSG00000138594	8750	8604	6943	7990	8329	7779
ENSG00000138600	2612	2477	3028	3173	3086	2694
ENSG00000138604	1303	1108	1205	1174	1284	967
ENSG00000138606	244	106	478	336	349	190
ENSG00000138613	851	720	1564	1335	880	793
ENSG00000138614	2433	2126	2217	1975	1921	1452
ENSG00000138615	12	13	122	68	28	10
ENSG00000138617	627	623	633	634	499	467
ENSG00000138621	669	654	555	525	489	463
ENSG00000138622	497	201	702	518	831	500
ENSG00000138623	6187	3295	4785	4853	12111	6881
ENSG00000138629	2640	2193	2105	1838	1916	1685
ENSG00000138639	388	405	400	363	385	392
ENSG00000138640	436	456	469	407	587	547
ENSG00000138641	964	1381	568	847	1062	1339
ENSG00000138642	1819	1601	1285	1278	1027	865
ENSG00000138646	1591	1307	337	226	784	528
ENSG00000138650	209	161	217	240	439	471
ENSG00000138653	0	1	2	2	3	1
ENSG00000138658	972	1049	206	140	337	260
ENSG00000138660	1043	806	1249	1039	1160	719
ENSG00000138663	1771	1586	2037	2196	1941	1752
ENSG00000138668	12573	11323	8653	9090	7951	6641
ENSG00000138669	37	36	40	42	96	90
ENSG00000138670	528	409	1230	1428	127	133
ENSG00000138674	20955	16873	19442	20386	20580	19263
ENSG00000138675	1980	927	1907	1378	1153	655
ENSG00000138678	236	177	478	507	268	164
ENSG00000138684	0	0	0	0	0	0
ENSG00000138685	5366	4257	5291	4005	5188	3412
ENSG00000138686	1742	1741	1335	1488	1480	1393
ENSG00000138688	4064	3312	5889	6077	5016	4264
ENSG00000138696	74	78	134	185	59	55
ENSG00000138698	3675	3992	2821	3673	3501	3552
ENSG00000138709	2276	2655	1702	2106	1144	1164
ENSG00000138722	0	1	0	0	0	0
ENSG00000138735	242	179	538	481	476	333
ENSG00000138738	1097	976	477	442	507	421
ENSG00000138741	162	224	23	21	30	27
ENSG00000138744	558	568	253	305	185	243
ENSG00000138750	2511	2446	1664	1589	1529	1287
ENSG00000138755	1	2	3	2	0	0
ENSG00000138756	1166	890	1307	1159	662	490
ENSG00000138757	17046	15321	16749	17227	15440	13359
ENSG00000138758	34466	30452	23291	26279	25247	24261
ENSG00000138759	2594	2346	2787	2888	2160	2656
ENSG00000138760	18513	16500	15171	17801	13963	13282
ENSG00000138764	2573	2102	4565	4103	3583	2890
ENSG00000138767	1241	1346	1029	1219	974	849
ENSG00000138768	7902	7413	8009	8990	8046	8328
ENSG00000138769	806	904	378	441	422	482
ENSG00000138771	7400	5364	10134	8064	4124	3361
ENSG00000138772	6907	7118	8235	10997	9550	9926
ENSG00000138777	1912	1571	2404	2500	1988	1641
ENSG00000138778	939	1386	195	199	232	244
ENSG00000138780	1453	1471	1160	1249	950	947
ENSG00000138785	549	511	477	497	528	446
ENSG00000138792	3594	3831	10098	16504	173	215
ENSG00000138794	1800	1647	1371	1348	1347	1028
ENSG00000138795	925	918	235	373	112	110
ENSG00000138796	4895	5460	1064	1312	1878	2136
ENSG00000138798	182	146	64	53	568	660
ENSG00000138801	6239	6281	5431	6438	6563	6517
ENSG00000138802	2926	2640	3129	3424	2908	2703
ENSG00000138813	0	0	1	0	0	0
ENSG00000138814	2970	2473	3399	3301	2668	2211
ENSG00000138821	5109	4626	2983	3054	2027	1592
ENSG00000138823	5	8	4	2	2	5
ENSG00000138829	34591	23553	11582	10401	9566	7878
ENSG00000138834	8905	5681	8902	9006	9823	8553
ENSG00000138835	2952	1587	2708	2049	3248	2157
ENSG00000138867	5058	4721	4194	3896	3808	3447
ENSG00000138892	0	0	0	0	0	0
ENSG00000138942	3395	2582	5268	4186	3988	3362
ENSG00000138944	36	15	93	42	71	32
ENSG00000138964	2	2	0	0	0	0
ENSG00000139044	23	14	36	36	34	20
ENSG00000139053	0	1	0	0	0	0
ENSG00000139055	1	4	6	2	1	1
ENSG00000139083	6323	4780	5173	4689	3845	3044
ENSG00000139112	5143	3045	8327	7085	10966	8626
ENSG00000139116	2105	1955	2294	2645	1536	1365
ENSG00000139117	1383	1128	4562	2707	775	575
ENSG00000139131	1190	939	1183	1282	1224	1008
ENSG00000139132	1097	1709	915	1443	1325	1872
ENSG00000139133	224	225	116	129	159	124
ENSG00000139144	0	0	0	0	2	2
ENSG00000139146	3479	2505	4854	4532	3832	2696
ENSG00000139151	0	0	0	0	0	0
ENSG00000139154	1726	1397	1759	1673	1525	1364
ENSG00000139155	0	0	0	0	0	0
ENSG00000139160	100	84	200	244	102	83
ENSG00000139163	2078	1325	2066	1849	1877	1451
ENSG00000139168	1454	1450	1780	1740	2066	1892
ENSG00000139173	851	564	576	533	592	488
ENSG00000139174	2571	1650	2665	2072	1875	1243
ENSG00000139178	2133	1712	2617	2658	2215	2184
ENSG00000139180	428	369	343	357	334	267
ENSG00000139182	9093	5794	8576	7756	6304	5042
ENSG00000139187	19	11	29	23	17	16
ENSG00000139190	1759	1439	676	822	954	1024
ENSG00000139192	786	606	1936	1739	892	612
ENSG00000139193	26	13	18	14	14	12
ENSG00000139194	307	205	337	256	154	111
ENSG00000139197	1746	1162	2132	1964	1978	1610
ENSG00000139200	659	483	239	190	350	299
ENSG00000139209	205	229	2	1	17	13
ENSG00000139211	35019	18162	26512	19745	29950	16046
ENSG00000139218	7319	6211	6271	6249	6376	5276
ENSG00000139219	46	32	9	4	5	4
ENSG00000139220	12	21	13	10	12	4
ENSG00000139223	0	0	0	1	0	0
ENSG00000139233	1085	939	1154	1143	1053	850
ENSG00000139239	12986	9956	13417	12951	12081	9984
ENSG00000139263	1577	2002	1719	2578	1186	1108
ENSG00000139266	892	763	981	876	785	639
ENSG00000139269	54	27	81	33	153	69
ENSG00000139278	11571	9239	9944	11835	17043	15224
ENSG00000139287	1	0	0	0	3	2
ENSG00000139289	8867	4115	10139	6070	5940	1958
ENSG00000139291	1274	1180	1471	1596	1264	1239
ENSG00000139292	216	96	3	4	640	229
ENSG00000139304	3	11	3	11	38	58
ENSG00000139318	1977	1238	656	845	1363	1053
ENSG00000139323	766	886	535	567	669	522
ENSG00000139324	2120	1949	1918	1938	2295	2032
ENSG00000139329	11637	13398	40789	52147	11709	15023
ENSG00000139330	1	0	0	1	0	2
ENSG00000139343	1612	1437	1179	1322	1265	917
ENSG00000139344	57	56	74	110	56	39
ENSG00000139350	2259	2214	1568	1708	1864	1449
ENSG00000139351	11	9	13	24	9	11
ENSG00000139352	1	0	6	1	10	0
ENSG00000139354	517	754	511	754	227	225
ENSG00000139364	46	18	21	27	9	18
ENSG00000139370	3012	2712	3718	3780	3389	2876
ENSG00000139372	2239	1759	2030	1889	2499	1881
ENSG00000139405	1038	755	1034	900	926	735
ENSG00000139410	1178	732	1279	1017	1078	881
ENSG00000139428	948	1022	904	1026	920	923
ENSG00000139433	2143	1774	1740	1752	2069	1953
ENSG00000139436	1214	1006	1177	1249	1145	905
ENSG00000139437	1468	1217	860	820	972	811
ENSG00000139438	41	36	22	12	36	30
ENSG00000139445	1	0	0	0	0	0
ENSG00000139496	5239	5071	3558	3709	3665	3070
ENSG00000139505	3012	2958	2568	2979	2458	2095
ENSG00000139508	655	1561	537	992	678	2173
ENSG00000139514	8071	7363	6942	7203	11181	10863
ENSG00000139515	0	0	0	0	0	0
ENSG00000139517	939	1047	928	982	804	720
ENSG00000139531	1204	808	1500	1253	1062	791
ENSG00000139537	196	144	154	173	135	117
ENSG00000139540	3	4	5	6	4	3
ENSG00000139546	1793	1361	1701	1627	1629	1271
ENSG00000139547	3	1	2	0	4	5
ENSG00000139549	9	5	1	1	2	1
ENSG00000139567	18	28	2	3	10	5
ENSG00000139572	0	0	0	0	1	1
ENSG00000139574	0	0	0	0	0	0
ENSG00000139579	2328	1977	1516	1382	1772	1446
ENSG00000139597	183	180	112	78	101	62
ENSG00000139610	0	0	0	0	1	0
ENSG00000139613	7991	6250	6320	5281	6448	4785
ENSG00000139618	983	1306	90	113	175	155
ENSG00000139620	2207	2044	1670	1862	1564	1368
ENSG00000139624	4779	4376	3220	3574	3833	3771
ENSG00000139625	2732	2063	1491	1145	1631	1068
ENSG00000139626	21	20	8	8	8	5
ENSG00000139629	2191	1591	601	627	2156	1617
ENSG00000139631	919	559	826	651	763	620
ENSG00000139636	1771	1173	2294	2051	1812	1551
ENSG00000139637	868	626	822	779	856	718
ENSG00000139641	22055	20731	18668	22266	18996	18932
ENSG00000139644	40337	36026	43373	45646	35763	32155
ENSG00000139645	14229	11710	14056	14463	15392	13660
ENSG00000139648	2	0	0	0	0	0
ENSG00000139651	2591	1890	2680	2200	2246	1687
ENSG00000139656	1	0	0	1	2	1
ENSG00000139668	2134	1721	1303	1418	1177	1123
ENSG00000139675	1337	1139	1148	1125	901	680
ENSG00000139679	301	188	307	292	157	96
ENSG00000139684	8394	7780	7077	6942	6100	5130
ENSG00000139687	9541	9738	4550	5445	5214	4890
ENSG00000139697	3196	2627	3753	3541	3050	2318
ENSG00000139714	23	18	9	8	42	19
ENSG00000139718	1770	1459	1574	1603	1509	1397
ENSG00000139719	628	469	514	464	490	421
ENSG00000139722	2087	1425	1639	1537	2201	1672
ENSG00000139725	136	112	173	175	264	255
ENSG00000139726	5523	4475	5867	5691	5228	4381
ENSG00000139734	8442	8816	4014	4336	3601	3282
ENSG00000139737	105	67	98	95	159	79
ENSG00000139746	3648	3108	3069	2803	2718	2165
ENSG00000139767	0	0	0	2	0	0
ENSG00000139780	1	2	0	0	0	0
ENSG00000139793	2456	2082	2327	2097	2860	2509
ENSG00000139797	2	3	0	1	1	1
ENSG00000139800	13	7	5	2	2	0
ENSG00000139826	1188	950	1402	1290	1127	902
ENSG00000139832	437	322	729	696	389	371
ENSG00000139835	271	251	149	109	95	49
ENSG00000139842	5184	4504	5119	5498	5217	4467
ENSG00000139865	104	53	8	4	49	23
ENSG00000139874	50	19	99	98	147	99
ENSG00000139880	3865	3098	1556	1196	1057	751
ENSG00000139890	14	14	21	23	23	16
ENSG00000139899	269	210	291	228	323	281
ENSG00000139908	251	150	174	158	204	133
ENSG00000139910	238	160	154	151	88	65
ENSG00000139914	7	2	8	9	4	4
ENSG00000139915	449	350	254	207	77	44
ENSG00000139921	5419	5056	4732	4763	4398	3555
ENSG00000139926	14212	11047	19033	17048	21064	15939
ENSG00000139946	367	256	286	246	237	168
ENSG00000139970	69	33	16	11	89	50
ENSG00000139971	1051	732	1842	1874	1229	978
ENSG00000139973	203	73	454	295	347	149
ENSG00000139974	440	485	422	383	452	370
ENSG00000139977	2283	1704	2234	1992	1853	1481
ENSG00000139985	97	74	75	79	63	65
ENSG00000139988	0	2	1	0	5	3
ENSG00000139990	5515	4082	5445	5382	4506	4087
ENSG00000139998	5324	4952	2388	2298	2342	1724
ENSG00000140006	480	448	628	650	434	321
ENSG00000140009	65	52	19	11	17	19
ENSG00000140015	0	0	0	0	0	0
ENSG00000140022	65	76	168	157	247	194
ENSG00000140025	454	418	410	369	355	288
ENSG00000140030	3	6	0	1	2	0
ENSG00000140043	371	294	417	394	199	147
ENSG00000140044	2280	2528	451	324	1540	1748
ENSG00000140057	23	23	20	12	32	25
ENSG00000140067	1	1	0	0	0	0
ENSG00000140090	10	9	1	0	7	3
ENSG00000140092	126	214	25	31	142	266
ENSG00000140093	89	41	142	98	49	20
ENSG00000140104	588	448	756	652	780	616
ENSG00000140105	4556	3544	6961	6373	9316	6669
ENSG00000140107	2	3	0	1	0	3
ENSG00000140153	1661	1248	1596	1511	1529	1281
ENSG00000140157	3393	3296	3224	3484	3325	2891
ENSG00000140199	1848	1854	1637	1525	1446	1152
ENSG00000140254	11	3	3	1	7	5
ENSG00000140259	4541	3821	4555	4115	4005	3186
ENSG00000140262	4731	3671	4413	4345	4819	3688
ENSG00000140263	1109	818	1591	1560	1096	856
ENSG00000140264	7870	6461	8520	8234	6943	6405
ENSG00000140265	1595	1183	1808	1585	1548	1160
ENSG00000140274	5	1	0	2	4	0
ENSG00000140279	19	21	0	4	17	2
ENSG00000140280	203	154	195	173	186	168
ENSG00000140284	106	75	46	40	201	76
ENSG00000140285	3	4	3	7	45	22
ENSG00000140287	0	0	1	0	0	0
ENSG00000140297	1317	624	1177	869	1006	421
ENSG00000140299	3617	3016	4677	4319	3942	3121
ENSG00000140307	2538	2146	2195	2176	2276	1888
ENSG00000140319	13563	9791	16916	15556	15708	12002
ENSG00000140320	2888	2462	2277	2181	2121	1769
ENSG00000140323	233	216	363	411	245	292
ENSG00000140326	1117	846	1049	859	914	740
ENSG00000140332	1696	1122	1335	1257	1866	1258
ENSG00000140350	2820	2334	3784	3653	2933	2340
ENSG00000140365	6533	5776	2941	2395	3057	2447
ENSG00000140367	3686	3547	4501	5200	3194	2969
ENSG00000140368	8	1	0	1	2	3
ENSG00000140374	4573	3972	4931	5501	4421	3917
ENSG00000140379	120	54	47	22	77	12
ENSG00000140382	3628	2699	3471	3115	2881	2194
ENSG00000140386	1000	1054	906	959	1009	820
ENSG00000140391	12512	10797	11968	12281	11685	9868
ENSG00000140395	1662	1468	2071	2063	1721	1569
ENSG00000140396	2608	2417	2245	2424	1739	1665
ENSG00000140398	427	369	409	365	314	271
ENSG00000140400	3013	2051	3023	2813	2216	1889
ENSG00000140403	179	118	32	39	70	50
ENSG00000140406	2237	1926	1744	1980	1431	1201
ENSG00000140416	129066	80774	188596	172655	194255	153977
ENSG00000140443	6195	5438	6238	6127	5256	4520
ENSG00000140450	1120	697	2095	2016	3142	2369
ENSG00000140451	185	202	45	33	53	50
ENSG00000140455	873	557	1104	991	876	603
ENSG00000140459	28	21	4	0	41	39
ENSG00000140463	1537	1410	1448	1319	1203	997
ENSG00000140464	13013	9747	9424	9805	10138	8967
ENSG00000140465	52	57	4	8	10	12
ENSG00000140470	0	0	3	1	4	3
ENSG00000140471	450	360	607	642	385	367
ENSG00000140474	1987	1599	1400	1227	1108	897
ENSG00000140478	1	0	1	0	2	0
ENSG00000140479	35	30	36	29	38	28
ENSG00000140481	1	0	0	0	0	0
ENSG00000140488	0	0	0	0	0	0
ENSG00000140497	5475	4410	5515	5384	4425	4288
ENSG00000140505	19	14	3	3	3	1
ENSG00000140506	0	0	0	0	0	0
ENSG00000140511	2599	1949	967	784	1028	827
ENSG00000140519	0	0	1	0	0	1
ENSG00000140521	4076	3748	3883	4124	3545	3713
ENSG00000140522	1	0	1	0	1	1
ENSG00000140525	5998	7125	640	650	1501	1067
ENSG00000140526	19884	12413	13096	13631	17527	10290
ENSG00000140527	6	10	18	16	17	11
ENSG00000140534	1007	1285	95	119	163	132
ENSG00000140538	379	66	348	86	190	24
ENSG00000140543	223	187	230	235	248	192
ENSG00000140545	59675	46990	46170	44401	34700	32655
ENSG00000140548	1183	942	750	675	1034	958
ENSG00000140553	4616	3487	4333	4150	4841	4557
ENSG00000140557	6	10	2	2	103	70
ENSG00000140563	2885	2074	953	971	1303	1117
ENSG00000140564	5018	4037	6530	7664	8053	8092
ENSG00000140575	33139	32533	30257	36524	31824	30347
ENSG00000140577	1775	1403	1341	1402	1156	1137
ENSG00000140598	1784	1649	1454	1412	1527	1257
ENSG00000140600	251	231	111	46	143	99
ENSG00000140612	9246	8067	10224	9717	8657	7120
ENSG00000140623	1	0	2	0	0	1
ENSG00000140632	6428	4701	6326	6168	5999	4840
ENSG00000140650	1065	932	1321	1353	1032	909
ENSG00000140675	30	18	52	46	4	8
ENSG00000140678	40	30	4	2	41	17
ENSG00000140682	6671	6565	5240	6688	6044	7348
ENSG00000140688	1363	1017	1613	1561	1515	1481
ENSG00000140691	806	644	772	725	711	703
ENSG00000140694	2547	2369	2135	1983	2295	1944
ENSG00000140718	2846	2489	2600	2797	2601	2396
ENSG00000140740	6155	4980	6607	6575	6559	5348
ENSG00000140743	3331	3057	6353	6123	3796	3408
ENSG00000140749	28	19	14	14	5	8
ENSG00000140750	3293	2934	2120	2293	2871	2545
ENSG00000140795	1	3	2	2	9	7
ENSG00000140798	4	3	0	0	1	1
ENSG00000140807	24	9	4	5	17	15
ENSG00000140829	3778	2791	3199	3128	3130	2824
ENSG00000140830	1008	792	698	648	663	513
ENSG00000140832	43	29	70	42	11	10
ENSG00000140835	2	0	5	4	1	1
ENSG00000140836	3224	2585	1768	1678	2237	2068
ENSG00000140839	11	3	17	9	27	24
ENSG00000140848	3885	3733	1935	2106	2356	2172
ENSG00000140853	1215	962	290	332	992	782
ENSG00000140854	1860	1403	1485	1397	1569	1434
ENSG00000140859	10873	8400	10216	10134	10161	10104
ENSG00000140873	0	0	1	1	6	2
ENSG00000140876	5	12	13	22	20	32
ENSG00000140905	483	459	552	610	400	339
ENSG00000140931	11338	7788	10088	10529	3939	2766
ENSG00000140932	27	20	14	5	22	9
ENSG00000140937	3913	2700	3637	3234	3316	2443
ENSG00000140939	1368	1027	1115	1212	1271	1373
ENSG00000140941	4696	4060	5153	5377	6633	5589
